"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"158",2016,2012,3231,"Johnston",463,481,96.3,"90.1 - 100%"
"159",2017,2013,4572,"Murray",26,26,100,"90.1 - 100%"
"160",2015,2011,6100,"South Winneshiek",49,50,98,"90.1 - 100%"
"161",2017,2013,5013,"Oskaloosa",156,174,89.7,"80.1 - 90%"
"162",2011,2007,1218,"Clay Central-Everly",28,29,96.6,"90.1 - 100%"
"163",2010,2006,3119,"Interstate 35",71,72,98.6,"90.1 - 100%"
"164",2016,2012,6462,"Tri-County",17,17,100,"90.1 - 100%"
"165",2016,2012,4122,"Martensdale-St Marys",33,36,91.7,"90.1 - 100%"
"166",2017,2013,4617,"Nevada",105,113,92.9,"90.1 - 100%"
"167",2012,2008,6102,"Spencer",142,159,89.3,"80.1 - 90%"
"168",2014,2010,6534,"Underwood",49,50,98,"90.1 - 100%"
"169",2016,2012,5510,"Riverside",43,50,86,"80.1 - 90%"
"170",2011,2007,1107,"Chariton",96,101,95.1,"90.1 - 100%"
"171",2012,2008,3715,"Linn-Mar",363,396,91.7,"90.1 - 100%"
"172",2014,2010,1963,"East Buchanan",41,43,95.4,"90.1 - 100%"
"173",2015,2011,279,"Aplington-Parkersburg",56,59,94.9,"90.1 - 100%"
"174",2015,2011,5139,"Paton-Churdan",15,18,83.3,"80.1 - 90%"
"175",2014,2010,6536,"Union",92,96,95.8,"90.1 - 100%"
"176",2011,2007,4662,"New Hampton",78,97,80.4,"80.1 - 90%"
"177",2015,2011,3231,"Johnston",458,467,98.1,"90.1 - 100%"
"178",2012,2008,2520,"Glidden-Ralston",29,31,93.6,"90.1 - 100%"
"179",2011,2007,2007,"Eldora-New Providence",66,72,91.7,"90.1 - 100%"
"180",2017,2013,4122,"Martensdale-St Marys",41,43,95.4,"90.1 - 100%"
"181",2012,2008,5607,"Rock Valley",48,51,94.1,"90.1 - 100%"
"182",2016,2012,720,"Bondurant-Farrar",111,119,93.3,"90.1 - 100%"
"183",2011,2007,2766,"H-L-V",41,44,93.2,"90.1 - 100%"
"184",2013,2009,4491,"Moravia",17,21,81,"80.1 - 90%"
"185",2015,2011,5184,"Perry",124,131,94.7,"90.1 - 100%"
"186",2013,2009,3042,"Hudson",47,47,100,"90.1 - 100%"
"187",2011,2007,576,"Belle Plaine",43,48,89.6,"80.1 - 90%"
"189",2013,2009,1152,"Cherokee",70,79,88.6,"80.1 - 90%"
"190",2016,2012,4599,"Nashua-Plainfield",47,49,95.9,"90.1 - 100%"
"191",2016,2012,171,"Alta",51,52,98.1,"90.1 - 100%"
"192",2012,2008,1359,"Colo-Nesco",31,32,96.9,"90.1 - 100%"
"193",2012,2008,1953,"Earlham",45,51,88.2,"80.1 - 90%"
"194",2015,2011,3555,"Lawton-Bronson",38,41,92.7,"90.1 - 100%"
"195",2011,2007,585,"Bellevue",46,48,95.8,"90.1 - 100%"
"196",2012,2008,4122,"Martensdale-St Marys",43,44,97.7,"90.1 - 100%"
"197",2017,2013,6408,"Tipton",59,62,95.2,"90.1 - 100%"
"198",2016,2012,1944,"Eagle Grove",45,48,93.8,"90.1 - 100%"
"199",2010,2006,4777,"North Linn",48,51,94.1,"90.1 - 100%"
"200",2016,2012,6943,"West Central",29,29,100,"90.1 - 100%"
"201",2017,2013,1953,"Earlham",50,54,92.6,"90.1 - 100%"
"202",2013,2009,621,"Bettendorf",297,330,90,"80.1 - 90%"
"203",2014,2010,3204,"Jesup",45,46,97.8,"90.1 - 100%"
"204",2009,2005,4505,"Mormon Trail",16,18,88.9,"80.1 - 90%"
"205",2009,2005,3906,"Lynnville-Sully",38,41,92.7,"90.1 - 100%"
"206",2011,2007,609,"Benton",123,135,91.1,"90.1 - 100%"
"207",2009,2005,1863,"Dubuque",683,803,85.1,"80.1 - 90%"
"208",2017,2013,6579,"Urbandale",308,313,98.4,"90.1 - 100%"
"209",2015,2011,387,"Atlantic",100,106,94.3,"90.1 - 100%"
"210",2011,2007,5160,"PCM",67,74,90.5,"90.1 - 100%"
"211",2010,2006,6453,"Treynor",45,48,93.8,"90.1 - 100%"
"212",2015,2011,513,"Baxter",27,27,100,"90.1 - 100%"
"213",2011,2007,4599,"Nashua-Plainfield",58,62,93.6,"90.1 - 100%"
"214",2016,2012,1431,"Corning",43,45,95.6,"90.1 - 100%"
"215",2017,2013,873,"North Iowa",35,38,92.1,"90.1 - 100%"
"216",2012,2008,5949,"Sheldon",67,74,90.5,"90.1 - 100%"
"217",2013,2009,3645,"Lewis Central",195,211,92.4,"90.1 - 100%"
"218",2010,2006,729,"Boone",159,183,86.9,"80.1 - 90%"
"219",2015,2011,3420,"Lake Mills",43,45,95.6,"90.1 - 100%"
"220",2015,2011,4785,"North Tama County",40,44,90.9,"90.1 - 100%"
"221",2013,2009,3375,"Knoxville",108,128,84.4,"80.1 - 90%"
"222",2015,2011,6512,"Twin Cedars",21,23,91.3,"90.1 - 100%"
"223",2014,2010,3744,"Lisbon",42,43,97.7,"90.1 - 100%"
"224",2009,2005,4995,"Osage",93,100,93,"90.1 - 100%"
"225",2017,2013,3060,"Humboldt",109,115,94.8,"90.1 - 100%"
"226",2013,2009,1863,"Dubuque",697,782,89.1,"80.1 - 90%"
"227",2015,2011,1197,"Clarinda",70,79,88.6,"80.1 - 90%"
"229",2012,2008,5325,"Prairie Valley",58,61,95.1,"90.1 - 100%"
"230",2013,2009,6098,"South Tama County",92,101,91.1,"90.1 - 100%"
"231",2015,2011,1965,"Easton Valley",43,43,100,"90.1 - 100%"
"232",2011,2007,6957,"West Des Moines",624,682,91.5,"90.1 - 100%"
"233",2011,2007,4041,"Maquoketa",113,128,88.3,"80.1 - 90%"
"234",2013,2009,3841,"Louisa-Muscatine",54,62,87.1,"80.1 - 90%"
"235",2013,2009,6096,"Southeast Webster Grand",26,31,83.9,"80.1 - 90%"
"236",2010,2006,63,"Akron Westfield",46,50,92,"90.1 - 100%"
"237",2009,2005,6759,"Wapello",44,52,84.6,"80.1 - 90%"
"238",2010,2006,5325,"Prairie Valley",55,58,94.8,"90.1 - 100%"
"239",2012,2008,4437,"Montezuma",41,43,95.4,"90.1 - 100%"
"240",2016,2012,6854,"Wayne",21,22,95.5,"90.1 - 100%"
"241",2010,2006,4776,"North Mahaska",36,38,94.7,"90.1 - 100%"
"242",2011,2007,1602,"Danville",33,37,89.2,"80.1 - 90%"
"243",2009,2005,2169,"Fairfield",127,140,90.7,"90.1 - 100%"
"244",2013,2009,918,"Calamus-Wheatland",40,42,95.2,"90.1 - 100%"
"245",2011,2007,2205,"Farragut",11,14,78.6,"70.1 - 80%"
"246",2013,2009,3348,"Kingsley-Pierson",38,38,100,"90.1 - 100%"
"247",2013,2009,99,"Alburnett",50,54,92.6,"90.1 - 100%"
"248",2017,2013,4505,"Mormon Trail",12,14,85.7,"80.1 - 90%"
"249",2009,2005,472,"Ballard",99,101,98,"90.1 - 100%"
"250",2011,2007,5013,"Oskaloosa",173,197,87.8,"80.1 - 90%"
"251",2010,2006,5895,"Seymour",19,21,90.5,"90.1 - 100%"
"252",2010,2006,4269,"Midland",35,36,97.2,"90.1 - 100%"
"253",2016,2012,1095,"Central Lyon",42,45,93.3,"90.1 - 100%"
"254",2017,2013,3186,"Janesville Consolidated",20,20,100,"90.1 - 100%"
"255",2009,2005,3798,"Logan-Magnolia",59,62,95.2,"90.1 - 100%"
"256",2014,2010,5166,"Pella",143,154,92.9,"90.1 - 100%"
"257",2017,2013,3330,"Keota",16,17,94.1,"90.1 - 100%"
"258",2017,2013,2313,"Fort Dodge",213,274,77.7,"70.1 - 80%"
"259",2016,2012,6102,"Spencer",139,147,94.6,"90.1 - 100%"
"260",2013,2009,1062,"Center Point-Urbana",90,102,88.2,"80.1 - 90%"
"261",2010,2006,225,"Ames",329,362,90.9,"90.1 - 100%"
"262",2015,2011,4784,"North Scott",229,246,93.1,"90.1 - 100%"
"263",2017,2013,261,"Ankeny",654,679,96.3,"90.1 - 100%"
"264",2016,2012,2520,"Glidden-Ralston",30,30,100,"90.1 - 100%"
"265",2010,2006,6093,"Solon",88,94,93.6,"90.1 - 100%"
"266",2017,2013,3195,"Greene County",85,100,85,"80.1 - 90%"
"267",2013,2009,135,"Allamakee",100,106,94.3,"90.1 - 100%"
"268",2012,2008,6095,"South Hamilton",45,51,88.2,"80.1 - 90%"
"269",2009,2005,1197,"Clarinda",79,85,92.9,"90.1 - 100%"
"270",2012,2008,135,"Allamakee",108,110,98.2,"90.1 - 100%"
"271",2012,2008,5160,"PCM",90,96,93.8,"90.1 - 100%"
"272",2012,2008,4572,"Murray",19,20,95,"90.1 - 100%"
"273",2009,2005,3119,"Interstate 35",53,53,100,"90.1 - 100%"
"274",2017,2013,999,"Carroll",111,119,93.3,"90.1 - 100%"
"276",2016,2012,6219,"Storm Lake",90,149,60.4,"60.1 - 70%"
"277",2014,2010,882,"Burlington",219,283,77.4,"70.1 - 80%"
"278",2009,2005,1053,"Cedar Rapids",989,1212,81.6,"80.1 - 90%"
"279",2009,2005,2673,"Nodaway Valley",68,70,97.1,"90.1 - 100%"
"280",2015,2011,4779,"North Polk",80,81,98.8,"90.1 - 100%"
"281",2011,2007,3465,"Lamoni",29,31,93.6,"90.1 - 100%"
"282",2009,2005,999,"Carroll",109,132,82.6,"80.1 - 90%"
"283",2010,2006,5625,"Rockwell City-Lytton",38,40,95,"90.1 - 100%"
"284",2011,2007,1413,"Coon Rapids-Bayard",27,32,84.4,"80.1 - 90%"
"285",2014,2010,2673,"Nodaway Valley",38,40,95,"90.1 - 100%"
"286",2014,2010,846,"Brooklyn-Guernsey-Malcom",40,40,100,"90.1 - 100%"
"287",2012,2008,549,"Bedford",36,39,92.3,"90.1 - 100%"
"288",2010,2006,549,"Bedford",36,39,92.3,"90.1 - 100%"
"289",2013,2009,6651,"Villisca",26,29,89.7,"80.1 - 90%"
"290",2011,2007,981,"Carlisle",102,120,85,"80.1 - 90%"
"291",2011,2007,279,"Aplington-Parkersburg",50,55,90.9,"90.1 - 100%"
"292",2015,2011,3141,"Iowa City",789,848,93,"90.1 - 100%"
"293",2014,2010,2097,"English Valleys",30,34,88.2,"80.1 - 90%"
"294",2015,2011,4437,"Montezuma",37,37,100,"90.1 - 100%"
"295",2014,2010,6840,"Waverly-Shell Rock",165,173,95.4,"90.1 - 100%"
"296",2014,2010,6741,"East Sac County",90,92,97.8,"90.1 - 100%"
"297",2016,2012,6098,"South Tama County",93,96,96.9,"90.1 - 100%"
"298",2015,2011,4104,"Marshalltown",287,329,87.2,"80.1 - 90%"
"299",2012,2008,1278,"Clinton",219,265,82.6,"80.1 - 90%"
"300",2009,2005,720,"Bondurant-Farrar",79,89,88.8,"80.1 - 90%"
"301",2015,2011,3537,"Laurens-Marathon",16,16,100,"90.1 - 100%"
"302",2016,2012,6091,"South Central Calhoun",51,53,96.2,"90.1 - 100%"
"303",2011,2007,4023,"Manson Northwest Webster",62,64,96.9,"90.1 - 100%"
"304",2014,2010,4775,"Northeast Hamilton",19,19,100,"90.1 - 100%"
"305",2009,2005,873,"North Iowa",35,39,89.7,"80.1 - 90%"
"306",2015,2011,1071,"Centerville",85,95,89.5,"80.1 - 90%"
"307",2010,2006,5643,"Roland-Story",84,93,90.3,"90.1 - 100%"
"308",2017,2013,2376,"Galva-Holstein",40,41,97.6,"90.1 - 100%"
"309",2015,2011,3798,"Logan-Magnolia",38,41,92.7,"90.1 - 100%"
"310",2012,2008,7110,"Woodward-Granger",38,42,90.5,"90.1 - 100%"
"311",2010,2006,609,"Benton",109,125,87.2,"80.1 - 90%"
"312",2013,2009,3141,"Iowa City",734,835,87.9,"80.1 - 90%"
"313",2016,2012,2466,"Gilbert",92,93,98.9,"90.1 - 100%"
"314",2012,2008,7056,"Winterset",121,124,97.6,"90.1 - 100%"
"315",2011,2007,5724,"Ruthven-Ayrshire",21,22,95.5,"90.1 - 100%"
"316",2010,2006,4784,"North Scott",235,259,90.7,"90.1 - 100%"
"317",2016,2012,7098,"Woodbury Central",45,46,97.8,"90.1 - 100%"
"318",2016,2012,6969,"West Harrison",24,25,96,"90.1 - 100%"
"319",2015,2011,2988,"Hinton",50,51,98,"90.1 - 100%"
"320",2010,2006,1953,"Earlham",44,49,89.8,"80.1 - 90%"
"321",2014,2010,4777,"North Linn",41,44,93.2,"90.1 - 100%"
"322",2015,2011,5643,"Roland-Story",72,75,96,"90.1 - 100%"
"323",2011,2007,4491,"Moravia",26,27,96.3,"90.1 - 100%"
"324",2014,2010,2502,"Gladbrook-Reinbeck",43,44,97.7,"90.1 - 100%"
"325",2016,2012,4572,"Murray",25,25,100,"90.1 - 100%"
"326",2013,2009,5724,"Ruthven-Ayrshire",16,16,100,"90.1 - 100%"
"327",2014,2010,1134,"Charter Oak-Ute",30,30,100,"90.1 - 100%"
"328",2017,2013,3798,"Logan-Magnolia",41,41,100,"90.1 - 100%"
"329",2014,2010,6768,"Washington",121,141,85.8,"80.1 - 90%"
"330",2014,2010,1197,"Clarinda",70,76,92.1,"90.1 - 100%"
"331",2016,2012,513,"Baxter",32,34,94.1,"90.1 - 100%"
"332",2011,2007,6039,"Sioux City",829,984,84.3,"80.1 - 90%"
"333",2012,2008,6633,"Ventura",14,14,100,"90.1 - 100%"
"334",2014,2010,333,"North Union",52,52,100,"90.1 - 100%"
"335",2014,2010,6408,"Tipton",65,75,86.7,"80.1 - 90%"
"336",2014,2010,3312,"Keokuk",146,163,89.6,"80.1 - 90%"
"338",2011,2007,3645,"Lewis Central",174,208,83.7,"80.1 - 90%"
"339",2016,2012,5508,"Riceville",13,15,86.7,"80.1 - 90%"
"340",2014,2010,6660,"Vinton-Shellsburg",91,103,88.4,"80.1 - 90%"
"341",2009,2005,1152,"Cherokee",79,90,87.8,"80.1 - 90%"
"342",2014,2010,1093,"Central Decatur",42,45,93.3,"90.1 - 100%"
"343",2017,2013,441,"AHSTW",60,62,96.8,"90.1 - 100%"
"344",2015,2011,4797,"Norwalk",161,175,92,"90.1 - 100%"
"345",2010,2006,6759,"Wapello",39,46,84.8,"80.1 - 90%"
"346",2017,2013,1278,"Clinton",241,266,90.6,"90.1 - 100%"
"347",2012,2008,7047,"Winfield-Mt Union",30,35,85.7,"80.1 - 90%"
"348",2014,2010,6094,"Southeast Warren",38,40,95,"90.1 - 100%"
"349",2017,2013,4776,"North Mahaska",59,61,96.7,"90.1 - 100%"
"350",2014,2010,18,"Adair-Casey",23,25,92,"90.1 - 100%"
"351",2012,2008,513,"Baxter",22,24,91.7,"90.1 - 100%"
"352",2013,2009,4033,"Maple Valley-Anthon Oto",50,54,92.6,"90.1 - 100%"
"353",2009,2005,6471,"Tripoli",31,34,91.2,"90.1 - 100%"
"354",2012,2008,2846,"Harris-Lake Park",21,21,100,"90.1 - 100%"
"355",2011,2007,3691,"North Cedar",51,53,96.2,"90.1 - 100%"
"356",2014,2010,1989,"Edgewood-Colesburg",40,44,90.9,"90.1 - 100%"
"357",2015,2011,6175,"Starmont",39,40,97.5,"90.1 - 100%"
"358",2009,2005,1221,"Clear Creek Amana",108,123,87.8,"80.1 - 90%"
"359",2009,2005,4122,"Martensdale-St Marys",32,38,84.2,"80.1 - 90%"
"360",2014,2010,621,"Bettendorf",344,361,95.3,"90.1 - 100%"
"361",2009,2005,5325,"Prairie Valley",66,69,95.7,"90.1 - 100%"
"362",2015,2011,3168,"IKM-Manning",57,57,100,"90.1 - 100%"
"363",2011,2007,4122,"Martensdale-St Marys",38,39,97.4,"90.1 - 100%"
"364",2017,2013,126,"Algona",94,100,94,"90.1 - 100%"
"365",2010,2006,1719,"Denver",61,62,98.4,"90.1 - 100%"
"366",2017,2013,4581,"Muscatine",311,371,83.8,"80.1 - 90%"
"367",2017,2013,4068,"Marcus-Meriden-Cleghorn",32,34,94.1,"90.1 - 100%"
"368",2010,2006,3029,"Howard-Winneshiek",97,105,92.4,"90.1 - 100%"
"369",2009,2005,1917,"Boyer Valley",38,41,92.7,"90.1 - 100%"
"370",2015,2011,5310,"Postville",44,49,89.8,"80.1 - 90%"
"371",2014,2010,1619,"Davis County",69,77,89.6,"80.1 - 90%"
"372",2011,2007,4869,"Oelwein",93,105,88.6,"80.1 - 90%"
"373",2017,2013,2295,"Forest City",79,87,90.8,"90.1 - 100%"
"374",2017,2013,3154,"Iowa Valley",25,28,89.3,"80.1 - 90%"
"375",2017,2013,6030,"Sioux Center",65,86,75.6,"70.1 - 80%"
"376",2013,2009,6035,"Sioux Central",32,36,88.9,"80.1 - 90%"
"377",2011,2007,3119,"Interstate 35",63,65,96.9,"90.1 - 100%"
"378",2009,2005,3042,"Hudson",79,79,100,"90.1 - 100%"
"379",2014,2010,1152,"Cherokee",66,70,94.3,"90.1 - 100%"
"380",2016,2012,2502,"Gladbrook-Reinbeck",44,46,95.7,"90.1 - 100%"
"381",2009,2005,6591,"Valley",40,42,95.2,"90.1 - 100%"
"382",2013,2009,1953,"Earlham",31,32,96.9,"90.1 - 100%"
"384",2015,2011,918,"Calamus-Wheatland",37,39,94.9,"90.1 - 100%"
"385",2016,2012,3042,"Hudson",56,57,98.3,"90.1 - 100%"
"386",2012,2008,5163,"Pekin",58,59,98.3,"90.1 - 100%"
"387",2017,2013,4662,"New Hampton",73,81,90.1,"90.1 - 100%"
"388",2014,2010,153,"North Butler",42,43,97.7,"90.1 - 100%"
"389",2010,2006,6102,"Spencer",139,162,85.8,"80.1 - 90%"
"390",2009,2005,657,"Eddyville-Blakesburg",53,59,89.8,"80.1 - 90%"
"391",2016,2012,2088,"Emmetsburg",57,57,100,"90.1 - 100%"
"392",2010,2006,6983,"West Lyon",48,51,94.1,"90.1 - 100%"
"393",2010,2006,594,"Belmond-Klemme",49,49,100,"90.1 - 100%"
"394",2011,2007,6950,"West Delaware County",139,143,97.2,"90.1 - 100%"
"395",2010,2006,1089,"Central City",27,30,90,"80.1 - 90%"
"396",2016,2012,4536,"Mount Pleasant",147,159,92.5,"90.1 - 100%"
"397",2010,2006,4788,"Northwood-Kensett",40,45,88.9,"80.1 - 90%"
"398",2013,2009,2682,"GMG",17,18,94.4,"90.1 - 100%"
"399",2009,2005,4778,"North Kossuth",30,34,88.2,"80.1 - 90%"
"400",2015,2011,6700,"Waco",35,36,97.2,"90.1 - 100%"
"401",2014,2010,1044,"Cedar Falls",345,355,97.2,"90.1 - 100%"
"402",2012,2008,609,"Benton",125,138,90.6,"90.1 - 100%"
"403",2012,2008,6750,"Walnut",14,19,73.7,"70.1 - 80%"
"404",2010,2006,3942,"Madrid",30,30,100,"90.1 - 100%"
"405",2017,2013,4356,"Missouri Valley",57,57,100,"90.1 - 100%"
"406",2011,2007,1053,"Cedar Rapids",1023,1253,81.6,"80.1 - 90%"
"407",2016,2012,1926,"Durant",56,60,93.3,"90.1 - 100%"
"408",2010,2006,4689,"New London",29,39,74.4,"70.1 - 80%"
"409",2009,2005,1218,"Clay Central-Everly",30,30,100,"90.1 - 100%"
"410",2010,2006,4554,"Mount Vernon",84,94,89.4,"80.1 - 90%"
"411",2010,2006,1116,"Charles City",114,125,91.2,"90.1 - 100%"
"412",2016,2012,1917,"Boyer Valley",22,28,78.6,"70.1 - 80%"
"413",2011,2007,2124,"Estherville Lincoln Central",78,90,86.7,"80.1 - 90%"
"414",2017,2013,882,"Burlington",174,239,72.8,"70.1 - 80%"
"415",2012,2008,1211,"Clarke",72,81,88.9,"80.1 - 90%"
"417",2014,2010,4131,"Mason City",247,273,90.5,"90.1 - 100%"
"418",2013,2009,1944,"Eagle Grove",36,40,90,"80.1 - 90%"
"419",2010,2006,4068,"Marcus-Meriden-Cleghorn",31,32,96.9,"90.1 - 100%"
"421",2017,2013,621,"Bettendorf",357,376,95,"90.1 - 100%"
"422",2010,2006,6097,"South Page",19,20,95,"90.1 - 100%"
"423",2013,2009,6012,"Sigourney",37,40,92.5,"90.1 - 100%"
"424",2012,2008,4617,"Nevada",93,103,90.3,"90.1 - 100%"
"425",2012,2008,6219,"Storm Lake",91,162,56.2,"50.1 - 60%"
"426",2016,2012,3420,"Lake Mills",46,52,88.5,"80.1 - 90%"
"427",2015,2011,3348,"Kingsley-Pierson",17,21,81,"80.1 - 90%"
"428",2009,2005,1134,"Charter Oak-Ute",22,22,100,"90.1 - 100%"
"429",2015,2011,5805,"Saydel",102,116,87.9,"80.1 - 90%"
"430",2017,2013,6003,"Sidney",49,49,100,"90.1 - 100%"
"431",2017,2013,504,"Battle Creek-Ida Grove",52,53,98.1,"90.1 - 100%"
"433",2011,2007,5283,"Pocahontas Area",47,51,92.2,"90.1 - 100%"
"435",2010,2006,171,"Alta",40,40,100,"90.1 - 100%"
"436",2010,2006,6969,"West Harrison",42,50,84,"80.1 - 90%"
"437",2011,2007,5922,"Sheffield-Chapin",70,71,98.6,"90.1 - 100%"
"438",2014,2010,1737,"Des Moines Independent",1601,1960,81.7,"80.1 - 90%"
"439",2014,2010,4446,"Monticello",69,76,90.8,"90.1 - 100%"
"440",2015,2011,1908,"Dunkerton",31,32,96.9,"90.1 - 100%"
"441",2014,2010,5256,"Pleasantville",48,49,98,"90.1 - 100%"
"442",2010,2006,2763,"Clayton Ridge",62,65,95.4,"90.1 - 100%"
"443",2017,2013,6219,"Storm Lake",80,158,50.6,"50.1 - 60%"
"444",2010,2006,2834,"Harmony",36,38,94.7,"90.1 - 100%"
"445",2016,2012,3150,"Iowa Falls",81,87,93.1,"90.1 - 100%"
"446",2013,2009,1926,"Durant",45,52,86.5,"80.1 - 90%"
"447",2013,2009,1737,"Des Moines Independent",1526,1923,79.4,"70.1 - 80%"
"448",2009,2005,2113,"Essex",24,24,100,"90.1 - 100%"
"449",2009,2005,243,"Andrew",29,29,100,"90.1 - 100%"
"450",2016,2012,1093,"Central Decatur",43,45,95.6,"90.1 - 100%"
"451",2017,2013,1053,"Cedar Rapids",993,1186,83.7,"80.1 - 90%"
"452",2011,2007,4536,"Mount Pleasant",136,162,84,"80.1 - 90%"
